0.0,0.0,0.00417305232694,0.00446558719865
0.0,4.0,0.00244479513629,0.00444656818668
0.0,8.0,0.00467630687081,0.0034707950957
0.0,12.0,0.00275239120096,0.0032267794087
4.0,0.0,0.002988954313,0.0057533243701
4.0,4.0,0.00515036007807,0.00436443505454
4.0,8.0,0.00427179273184,0.00233966759215
4.0,12.0,0.00362367783017,0.00415283858114
8.0,0.0,0.00355066855886,0.00457324791527
8.0,4.0,0.00330218986259,0.00482052341335
8.0,8.0,0.0047709887073,0.00432832233801
8.0,12.0,0.0034416212951,0.00429559645594
12.0,0.0,0.00353367793515,0.00520606491084
12.0,4.0,0.00291187724195,0.00379443645608
12.0,8.0,0.00455476464344,0.00433498804295
12.0,12.0,0.00580164917616,0.00428072173473
